"","Company...Maker.if.known.","Specific.Bean.Origin.or.Bar.Name","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin"
"282","Cacao de Origen","Agua Fria; Sucre region",1391,2014,"75%","Venezuela",2.5," ","Venezuela"
"283","Cacao de Origen","Macuare; Miranda; Chloe formula",1391,2014,"74%","Venezuela",3.25," ","Venezuela"
"284","Cacao de Origen","Chuao, Aragua region",1391,2014,"75%","Venezuela",3.5,"Trinitario","Venezuela"
"285","Cacao de Origen","Chuao, Aragua region",1395,2014,"70%","Venezuela",3.75,"Trinitario","Venezuela"
"286","Cacao de Origin","Hacienda la Trinidad",1668,2015,"74%","Venezuela",3.25," ","Venezuela"
"287","Cacao Hunters","Macondo",1816,2016,"71%","Colombia",3.75," ","Colombia"
"288","Cacao Hunters","Perla Negra",1816,2016,"74%","Colombia",3.75," ","Colombia"
"289","Cacao Hunters","Arhuacos",1662,2015,"72%","Colombia",3.75," ","Colombia"
"290","Cacao Hunters","Sierra Nevada",1430,2014,"64%","Colombia",3.5," ","Colombia"
"291","Cacao Hunters","Tumaco",1430,2014,"70%","Colombia",3.5," ","Colombia"
"292","Cacao Hunters","Boyaca, Aprocampa Coop, Pauna",1434,2014,"69%","Colombia",2.75," ","Colombia"
"293","Cacao Hunters","Arauca",1434,2014,"70%","Colombia",3.25," ","Colombia"
"294","Cacao Market","Jutiapa, lot 050916D",1860,2016,"70%","U.S.A.",3.5,"Trinitario","Honduras"
"295","Cacao Prieto","Criollo, Dominican Republic",991,2012,"72%","U.S.A.",3.75,"Criollo","Dominican Republic"
"296","Cacao Prieto","Dominican Republicm, rustic",641,2011,"72%","U.S.A.",3," ","Dominican Republic"
"297","Cacao Prieto","Dominican Republic",641,2011,"66%","U.S.A.",3.75," ","Dominican Republic"
"298","Cacao Prieto","Dominican Republic, rustic",647,2011,"65%","U.S.A.",3.25," ","Dominican Republic"
"299","Cacao Sampaka","Mahali, Kasai",1908,2016,"70%","Spain",3.5,"Criollo","Congo"
"300","Cacao Sampaka","Madagascar",508,2010,"71%","Spain",3.5,"Trinitario","Madagascar"
"301","Cacao Sampaka","Ecuador",523,2010,"71%","Spain",3.75," ","Ecuador"
"302","Cacao Sampaka","Papua",523,2010,"71%","Spain",4," ","Papua New Guinea"
"303","Cacao Sampaka","Grenada",537,2010,"71%","Spain",3.25,"Trinitario","Grenada"
"304","Cacao Sampaka","Venezuela",537,2010,"71%","Spain",3.5," ","Venezuela"
"305","Cacao Sampaka","Venezuela",537,2010,"77%","Spain",3.5," ","Venezuela"
"306","Cacao Sampaka","Porcelana, Tabasco, La Joya",336,2009,"70%","Spain",4,"Criollo","Mexico"
"307","Cacao Sampaka","Xoconusco, Chiapas",346,2009,"70%","Spain",4,"Criollo","Mexico"
"308","Cacao Store","Madagascar",1684,2015,"70%","Japan",3,"Trinitario","Madagascar"
"309","Cacao Store","Peru",1684,2015,"70%","Japan",3.25," ","Peru"
"310","Cacao Store","Vietnam",1684,2015,"70%","Japan",3.5,"Trinitario","Vietnam"
"311","Cacaosuyo (Theobroma Inversiones)","Piura",1173,2013,"70%","Peru",3.25," ","Peru"
"312","Cacaoyere (Ecuatoriana)","Amazonia",237,2008,"63%","Ecuador",3.5,"Forastero (Arriba)","Ecuador"
"313","Cacaoyere (Ecuatoriana)","Esmeraldas",237,2008,"71%","Ecuador",3.5,"Forastero (Arriba)","Ecuador"
"314","Cacaoyere (Ecuatoriana)","Bolivar",245,2008,"82%","Ecuador",2.5,"Forastero (Arriba)","Ecuador"
"315","Cacaoyere (Ecuatoriana)","Pichincha",259,2008,"91%","Ecuador",1.5,"Forastero (Arriba)","Ecuador"
"316","Callebaut","Grenade",296,2008,"60%","Belgium",2.75,"Trinitario","Grenada"
"317","Callebaut","Baking",141,2007,"70%","Belgium",1," ","Ecuador"
"318","C-Amaro","Cuba",1442,2014,"75%","Italy",2.5," ","Cuba"
"319","C-Amaro","Dominican Republic",1442,2014,"72%","Italy",3," ","Dominican Republic"
"320","C-Amaro","Ecuador",1185,2013,"100%","Italy",3.5," ","Ecuador"
"321","C-Amaro","Venezuela",809,2012,"80%","Italy",3," ","Venezuela"
"322","C-Amaro","Sao Tome",749,2011,"78%","Italy",2.25,"Forastero","Sao Tome"
"323","C-Amaro","Trinidad",765,2011,"70%","Italy",2.5,"Trinitario","Trinidad"
"324","Cao","Porcelana",1804,2016,"75%","U.S.A.",2.5,"Criollo","Venezuela"
"325","Cao","Tanzania",1804,2016,"73%","U.S.A.",2.75," ","Tanzania"
"326","Cao","Porcelana, Batch 5163",1804,2016,"70%","U.S.A.",3,"Criollo","Venezuela"
"327","Cao","Bolivia",1808,2016,"75%","U.S.A.",3," ","Bolivia"
"328","Cao","Brazil",1808,2016,"70%","U.S.A.",3.25,"Trinitario","Brazil"
"329","Caoni (Tulicorp)","Esmeraldas",237,2008,"77%","Ecuador",2,"Forastero (Arriba)","Ecuador"
"330","Caoni (Tulicorp)","Manabi",237,2008,"77%","Ecuador",2.5,"Forastero (Arriba)","Ecuador"
"331","Caoni (Tulicorp)","Los Rios",245,2008,"77%","Ecuador",2.75,"Forastero (Arriba)","Ecuador"
"332","Caoni (Tulicorp)","Manabi",266,2008,"55%","Ecuador",3,"Forastero (Arriba)","Ecuador"
"333","Caoni (Tulicorp)","Los Rios",269,2008,"55%","Ecuador",3.25,"Forastero (Arriba)","Ecuador"
"334","Caoni (Tulicorp)","Esmeraldas",269,2008,"55%","Ecuador",3.5,"Forastero (Arriba)","Ecuador"
"335","Captain Pembleton","Saidor Estate, Madang P.",1263,2014,"70%","New Zealand",3.5,"Trinitario","Papua New Guinea"
"336","Captain Pembleton","Kulili Estate",1263,2014,"70%","New Zealand",3.75," ","Papua New Guinea"
"337","Caribeans","Antigua, Special Reserve",1582,2015,"72%","Costa Rica",3.5," ","Guatemala"
"338","Caribeans","Talamanca, Raul-Kekoldo community",1586,2015,"72%","Costa Rica",3.25," ","Costa Rica"
"339","Caribeans","Anselmo Paraiso Estate",1586,2015,"72%","Costa Rica",3.5," ","Costa Rica"
"340","Caribeans","Costa Rica",841,2012,"72%","Costa Rica",3,"Forastero","Costa Rica"
"341","Caribeans","Costa Rica",845,2012,"80%","Costa Rica",2.75,"Forastero","Costa Rica"
"342","Carlotta Chocolat","Arauca",1884,2016,"65%","Colombia",3,"Trinitario","Colombia"
"343","Carlotta Chocolat","Tumaco",1888,2016,"65%","Colombia",3.25,"Trinitario","Colombia"
"344","Carlotta Chocolat","Cordoba",1888,2016,"65%","Colombia",3.25,"Trinitario","Colombia"
"345","Carlotta Chocolat","Huila",1888,2016,"65%","Colombia",3.5,"Trinitario","Colombia"
"346","Carlotta Chocolat","Cesar",1888,2016,"65%","Colombia",3.5,"CCN51","Colombia"
"347","Castronovo","Maya Mtn, Batch 454, Heirloom",1724,2016,"72%","U.S.A.",4,"Trinitario","Belize"
"348","Castronovo","the lost city, gracias a dias, batch 362",1570,2015,"72%","U.S.A.",3.5,"Trinitario","Honduras"
"349","Castronovo","Duarte, Batch 360",1570,2015,"70%","U.S.A.",3.75,"Criollo, Trinitario","Domincan Republic"
"350","Castronovo","Piaroa, Amazonas, Batch 350",1574,2015,"72%","U.S.A.",3.5," ","Venezuela"
"351","Castronovo","Sierra Nevada",1347,2014,"72%","U.S.A.",3.5,"Criollo, Trinitario","Colombia"
"352","Castronovo","Arauca",1371,2014,"76%","U.S.A.",3.5,"Criollo, Trinitario","Colombia"
"353","Castronovo","Elvesia P.",1407,2014,"70%","U.S.A.",2.75,"Trinitario","Dominican Republic"
"354","Castronovo","Bolivia",1101,2013,"70%","U.S.A.",3,"Trinitario","Bolivia"
"355","Castronovo","Conacado",1101,2013,"73%","U.S.A.",3.5,"Trinitario","Dominican Republic"
"356","Castronovo","San Martin",1105,2013,"70%","U.S.A.",2.5,"Criollo","Peru"
"357","Castronovo","Guaniamo, Amazonas",1105,2013,"70%","U.S.A.",3.25," ","Venezuela"
"358","Castronovo","Nicaragua",1109,2013,"72%","U.S.A.",3.25,"Trinitario","Nicaragua"
"359","Castronovo","Tumbes",1153,2013,"70%","U.S.A.",2.75,"Criollo","Peru"
"360","Castronovo","Guaniamo",1153,2013,"72%","U.S.A.",3," ","Venezuela"
"361","Cello","Ecuador",1247,2014,"70%","U.S.A.",2.5," ","Ecuador"
"362","Cello","Peru",1247,2014,"70%","U.S.A.",2.75," ","Peru"
"363","Cello","Venezuela",1251,2014,"70%","U.S.A.",2.75," ","Venezuela"
"364","Cello","Bolivia",1251,2014,"70%","U.S.A.",3," ","Bolivia"
"365","Cemoi","Equateur",404,2009,"72%","France",2.75," ","Ecuador"
"366","Chaleur B","Uganda",1426,2014,"70%","Canada",2.75,"Forastero","Uganda"
"367","Charm School","Maya Mtn",1900,2016,"70%","U.S.A.",3.25," ","Belize"
"368","Chchukululu (Tulicorp)","Arriba",486,2010,"55%","Ecuador",2.75,"Forastero (Arriba)","Ecuador"
"369","Chchukululu (Tulicorp)","Los Rios",252,2008,"75%","Ecuador",3,"Forastero (Arriba)","Ecuador"
"370","Chequessett","la Amistad",1235,2014,"70%","U.S.A.",3.5," ","Costa Rica"
"371","Chocablog","Ecuador",1454,2015,"70%","U.K.",3.25," ","Ecuador"
"372","Choco Del Sol","Maya Mountain w/ nibs",1407,2014,"75%","Germany",3,"Trinitario","Belize"
"373","Choco Del Sol","Maya Mountain",1407,2014,"82%","Germany",3.25,"Trinitario","Belize"
"374","Choco Dong","Mekong Delta, early 2014 Harvest",1696,2015,"70%","South Korea",2.75,"Trinitario","Vietnam"
"375","Choco Dong","Tawau, Oct. 2015 Harvest",1696,2015,"70%","South Korea",3.5,"Trinitario","Malaysia"
"376","Chocolarder","Peru",1482,2015,"65%","U.K.",2.5,"Criollo","Peru"
"377","Chocolarder","Peru + nibs",1482,2015,"65%","U.K.",2.75,"Criollo","Peru"
"378","Chocolarder","Dominican Republic",1514,2015,"80%","U.K.",2.5," ","Dominican Republic"
"379","Chocola'te","Madagascar",647,2011,"70%","U.S.A.",3.75,"Trinitario","Madagascar"
"380","Chocola'te","Venezuela",647,2011,"68%","U.S.A.",3.75," ","Venezuela"
"381","Chocolate Alchemist-Philly","Tumbes, ""Zarumilla""",1772,2016,"90%","U.S.A.",2.5," ","Peru"
"382","Chocolate Con Amor","Wild Bolivian",1760,2016,"70%","U.S.A.",2.5," ","Bolivia"
"383","Chocolate Con Amor","Uganda",1760,2016,"70%","U.S.A.",2.75," ","Uganda"
"384","Chocolate Con Amor","Dominican Republic",1764,2016,"60%","U.S.A.",3," ","Dominican Republic"
"385","Chocolate Con Amor","Dominican Republic",1764,2016,"75%","U.S.A.",3," ","Dominican Republic"
"386","Chocolate Con Amor","Ocumare",1764,2016,"80%","U.S.A.",3,"Criollo (Ocumare)","Venezuela"
"387","Chocolate Con Amor","Ecuador",1764,2016,"70%","U.S.A.",3.25," ","Ecuador"
"388","Chocolate Con Amor","Nicaragua",1768,2016,"80%","U.S.A.",2.75," ","Nicaragua"
"389","Chocolate Conspiracy","Peru",1259,2014,"74%","U.S.A.",2.75," ","Peru"
"390","Chocolate Makers","Tres Hombres",1530,2015,"75%","Amsterdam",3.25,"Trinitario","Dominican Republic"
"391","Chocolate Makers","Congo, Gorilla bar",1530,2015,"68%","Amsterdam",3.5,"Forastero","Congo"
"392","Chocolate Makers","Peru, Awagum bar",1530,2015,"80%","Amsterdam",3.75,"Criollo","Peru"
"393","Chocolate Tree, The","Maranon",1582,2015,"69%","Scotland",3.75,"Forastero (Nacional)","Peru"
"394","Chocolate Tree, The","Carenero Superior",1582,2015,"80%","Scotland",3.75,"Trinitario","Venezuela"
"395","Chocolate Tree, The","Peru",1121,2013,"70%","Scotland",3.75,"Forastero (Nacional)","Peru"
"396","Chocolate Tree, The","Ecuador",919,2012,"82%","Scotland",2.5,"Forastero (Arriba)","Ecuador"
"397","Chocolate Tree, The","Peru",919,2012,"68%","Scotland",2.75,"Criollo","Peru"
"398","Chocolate Tree, The","Madagascar",919,2012,"72%","Scotland",3.25,"Criollo","Madagascar"
"399","Chocolats Privilege","Xoconusco",1219,2014,"70%","Canada",2.5,"Criollo","Mexico"
"400","ChocoReko","Patanemo",1454,2015,"77%","Japan",3,"Criollo","Venezuela"
"401","Chocosol","Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,"65%","Canada",3.25," ","Mexico"
"402","Chocovic","Xoconusco",478,2010,"71%","Spain",3.25,"Criollo","Mexico"
"403","Chocovic","Sambirano",478,2010,"71%","Spain",3.5,"Trinitario","Madagascar"
"404","Chocovic","Ocumare",209,2008,"71%","Spain",3.5,"Criollo","Venezuela"
"405","Chocovic","Bolivar, Guaranda",117,2007,"71%","Spain",2.5,"Forastero (Arriba)","Ecuador"
"406","Chocovic","Guyave",117,2007,"71%","Spain",2.5,"Trinitario","Grenada"
"407","Chocovivo","Tabasco",1522,2015,"65%","U.S.A.",2.5,"Trinitario","Mexico"
"408","Chocovivo","Tabasco",1522,2015,"75%","U.S.A.",2.5,"Trinitario","Mexico"
"409","Choklat","Ocumare",377,2009,"80%","Canada",2.5,"Criollo","Venezuela"
"410","Choklat","Porcelana, Tabasco",377,2009,"70%","Canada",2.75,"Criollo","Mexico"
"411","Choklat","Brazilian",377,2009,"70%","Canada",3," ","Brazil"
"412","Choklat","Brazilian",377,2009,"80%","Canada",3," ","Brazil"
"413","Choklat","Ocumare",377,2009,"70%","Canada",3,"Criollo","Venezuela"
"414","Chokolat Elot (Girard)","Guadeloupe",1149,2013,"42%","Martinique",2.75," ","Martinique"
"415","Choocsol","Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,"75%","Canada",3.25," ","Mexico"
"416","Christopher Morel (Felchlin)","Maranon Canyon, Fortunato No. 4",666,2011,"68%","Canada",3.75,"Forastero (Nacional)","Peru"
"417","Chuao Chocolatier","Choroni",445,2009,"61%","U.S.A.",3,"Criollo","Venezuela"
"418","Chuao Chocolatier (Pralus)","Chuao",486,2010,"77%","U.S.A.",2.75,"Trinitario","Venezuela"
"419","Claudio Corallo","Terreiro Velho P.",470,2010,"73.5%","Sao Tome",3.75,"Forastero","Sao Tome & Principe"
"420","Claudio Corallo","Terreiro Velho P. w/ sugar crystals",209,2008,"80%","Sao Tome",3,"Forastero","Sao Tome & Principe"
"421","Claudio Corallo","Terreiro Velho P.",227,2008,"75%","Sao Tome",4,"Forastero","Sao Tome & Principe"
"422","Claudio Corallo","Principe",252,2008,"100%","Sao Tome",1,"Forastero","Sao Tome & Principe"
"423","Cloudforest","Camino Verde P., Balao, Guayas, 2014",1486,2015,"73%","U.S.A.",3.5," ","Ecuador"
"424","Coleman & Davis","Sambirano",1646,2015,"75%","U.S.A.",3,"Trinitario","Madagascar"
"425","Compania de Chocolate (Salgado)","Sur del Lago",579,2010,"70%","Argentina",3.25," ","Venezuela"
"426","Compania de Chocolate (Salgado)","Carenero Superior",292,2008,"80%","Argentina",2.75,"Trinitario","Venezuela"
"427","Compania de Chocolate (Salgado)","Moxos",292,2008,"72%","Argentina",3.25," ","Bolivia"
"428","Compania de Chocolate (Salgado)","Ocumare",292,2008,"70%","Argentina",3.75,"Criollo","Venezuela"
"429","Compania de Chocolate (Salgado)","Esmeraldas",296,2008,"88%","Argentina",2.75,"Forastero (Nacional)","Ecuador"
"430","Condor","Camino Verde",1630,2015,"76%","U.S.A.",3.5," ","Ecuador"
"431","Confluence","Tien Giang, 2015, batch 10-2-16",1916,2016,"78%","U.S.A.",2.75,"Trinitario","Vietnam"
"432","Coppeneur","Ecuador, Puristique",1169,2013,"65%","Germany",3.25,"Forastero (Nacional)","Ecuador"
"433","Coppeneur","Ghana Puristique",813,2012,"85%","Germany",3.5,"Forastero","Ghana"
"434","Coppeneur","Ecuador Puristique",817,2012,"100%","Germany",1.5," ","Ecuador"
"435","Coppeneur","Uba Budo",821,2012,"72%","Germany",3.75,"Forastero","Sao Tome & Principe"
"436","Coppeneur","Madagascar",959,2012,"70%","Germany",3.5,"Trinitario","Madagascar"
"437","Coppeneur","Grenada",470,2010,"72%","Germany",3.25,"Trinitario","Grenada"
"438","Coppeneur","Chuao",478,2010,"70%","Germany",3,"Trinitario","Venezuela"
"439","Coppeneur","Los Rios, H. Iara",558,2010,"72%","Germany",2.5,"Nacional","Ecuador"
"440","Coppeneur","Trinidad",558,2010,"72%","Germany",3,"Trinitario","Trinidad"
"441","Coppeneur","Jamaica",558,2010,"72%","Germany",3.25,"Trinitario","Jamaica"
"442","Coppeneur","Ocumare 61",558,2010,"72%","Germany",3.25,"Criollo (Ocumare 61)","Venezuela"
"443","Coppeneur","Porcelana, Apotequil",341,2009,"72%","Germany",3,"Criollo","Peru"
"444","Coppeneur","Porcelana, Apotequil",445,2009,"62%","Germany",3.25,"Criollo","Peru"
"445","Coppeneur","Chuao 100hr",451,2009,"70%","Germany",3.5,"Criollo, Trinitario","Venezuela"
"446","Coppeneur","Chuao 70hr",451,2009,"70%","Germany",3.75,"Criollo, Trinitario","Venezuela"
"447","Coppeneur","Porcelana, Tabasco, Mexico",220,2008,"72%","Germany",3,"Criollo","Mexico"
"448","Coppeneur","Porcelana, Venezuela",220,2008,"72%","Germany",3,"Criollo (Porcelana)","Venezuela"
"449","Coppeneur","Sambirano, Menava P.",196,2007,"72%","Germany",3,"Trinitario","Madagascar"
"450","Cravve","New Ireland",1283,2014,"70%","Australia",2.5,"Forastero","Papua New Guinea"
"451","Cravve","Vanuatu, batch 2410",1335,2014,"83%","Australia",2.75,"Trinitario","Vanuatu"
"452","Cravve","Tanzania, batch a1",971,2012,"75%","Australia",3.25,"Forastero","Tanzania"
"453","Cravve","Bahia, batch a1213",975,2012,"65%","Australia",3.25,"Trinitario","Brazil"
"454","Cravve","Namau Village, N. Taileva P., batch a2812",975,2012,"67%","Australia",3.25,"Trinitario","Fiji"
"455","Cravve","Vanuatu",975,2012,"64%","Australia",3.25,"Trinitario","Vanuatu"
"456","Cravve","Djual Island",975,2012,"75%","Australia",3.5,"Forastero","Papua New Guinea"
"457","Creo","""heirloom"", Arriba Nacional",1736,2016,"85%","U.S.A.",3.25,"Forastero (Nacional)","Ecuador"
"458","Creo","""heirloom"", Arriba Nacional",1736,2016,"73%","U.S.A.",3.75,"Forastero (Nacional)","Ecuador"
"459","Daintree","Goodman Estate",1654,2015,"70%","Australia",2.75," ","Australia"
"460","Daintree","Daintree Estates, N. Queensland",785,2011,"70%","Australia",3.25," ","Australia"
"461","Dalloway","Dominican Republic, batch 7",1928,2017,"72%","U.S.A.",2.75," ","Dominican Republic"
"462","Damson","Robson Estate",1610,2015,"70%","U.K.",3,"Trinitario","Trinidad"
"463","Damson","Los Rios",1610,2015,"70%","U.K.",3.5," ","Ecuador"
"464","Damson","Crayfish Bay aka Non Pariel Estate",1666,2015,"70%","U.K.",2.25," ","Grenada"
"465","Damson","O'Payo",1666,2015,"70%","U.K.",2.75," ","Nicaragua"
"466","Dandelion","Maya Mtn., Break Bar- Snark",1446,2015,"70%","U.S.A.",3,"Trinitario","Belize"
"467","Dandelion","Maya Mountain",1219,2014,"70%","U.S.A.",3.5,"Trinitario","Belize"
"468","Dandelion","Camino Verde P., Balao, Guayas, 2013",1295,2014,"70%","U.S.A.",3.5," ","Ecuador"
"469","Dandelion","Buto",1303,2014,"70%","U.S.A.",2.75," ","Liberia"
"470","Dandelion","San Francisco de Macoris, Cibao region",1387,2014,"70%","U.S.A.",3.75," ","Dominican Republic"
"471","Dandelion","Cumboto, farmer Jose Lugo",1026,2013,"70%","U.S.A.",2.75," ","Venezuela"
"472","Dandelion","Patanemo",1026,2013,"70%","U.S.A.",3.25," ","Venezuela"
"473","Dandelion","Mantuano, 2012",1085,2013,"70%","U.S.A.",3.5," ","Venezuela"
"474","Dandelion","Papua New Guinea",1153,2013,"70%","U.S.A.",3.5," ","Papua New Guinea"
"475","Dandelion","Upala",805,2012,"70%","U.S.A.",3," ","Costa Rica"
"476","Dandelion","Colombian",805,2012,"70%","U.S.A.",3.25," ","Colombia"
"477","Dandelion","Elvesia, 2011",915,2012,"70%","U.S.A.",3.75," ","Dominican Republic"
"478","Dandelion","Dominican Republic",654,2011,"70%","U.S.A.",3.25," ","Dominican Republic"
"479","Dandelion","Madagascar",654,2011,"70%","U.S.A.",3.25,"Trinitario","Madagascar"
"480","Dandelion","Tanzania",654,2011,"70%","U.S.A.",3.25," ","Tanzania"
"481","Danta","Los Ujuxtes",1223,2014,"82%","Guatemala",3.25," ","Guatemala"
"482","Danta","Chuao",987,2012,"75%","Guatemala",3,"Trinitario","Venezuela"
"483","Danta","Los Ujuxtes",987,2012,"70%","Guatemala",3.75," ","Guatemala"
"484","Danta","Sambirano",987,2012,"70%","Guatemala",3.75,"Trinitario","Madagascar"
"485","Danta","Las Acacias E.",987,2012,"70%","Guatemala",4,"Criollo","Guatemala"
"486","Danta","Oscuro, Finca Chimelb",991,2012,"70%","Guatemala",3.25," ","Guatemala"
"487","Danta","Los Ujuxtes",661,2011,"60%","Guatemala",3.5," ","Guatemala"
"488","Danta","Las Acacias E.",423,2009,"75%","Guatemala",3,"Criollo","Guatemala"
"489","Danta","Las Acacias E.",423,2009,"60%","Guatemala",3.25,"Criollo","Guatemala"
"490","DAR","Venezuela, batch 122",1920,2016,"72%","U.S.A.",2.75," ","Venezuela"
"491","DAR","Vietnam",1920,2016,"72%","U.S.A.",3,"Trinitario","Vietnam"
"492","DAR","DUO, batch 002",1920,2016,"70%","U.S.A.",3.25," ","Ecuador, Costa Rica"
"493","Dark Forest","Bolivia",1708,2016,"75%","U.S.A.",3.25," ","Bolivia"
"494","Dark Forest","Madagascar",1550,2015,"70%","U.S.A.",3,"Trinitario","Madagascar"
"495","Dark Forest","Ocumare",1550,2015,"70%","U.S.A.",3.25," ","Venezuela"
"496","Dark Forest","Tanzania",1554,2015,"70%","U.S.A.",3," ","Tanzania"
"497","Dark Forest","Ecuador",1554,2015,"70%","U.S.A.",3.25," ","Ecuador"
"498","Davis","Ghana",1093,2013,"70%","U.S.A.",2.5,"Forastero","Ghana"
"499","Davis","Rainforest",1093,2013,"70%","U.S.A.",2.75," ","Dominican Republic"
"500","Davis","Venezuela",1093,2013,"70%","U.S.A.",2.75," ","Venezuela"
"501","Davis","West Africa",907,2012,"58%","U.S.A.",3.25,"Forastero","West Africa"
"502","De Mendes","Nativo, Varzea",1462,2015,"72%","Brazil",3.5," ","Brazil"
"503","De Mendes","Selvagem, Jari",1462,2015,"65%","Brazil",3.5," ","Brazil"
"504","De Villiers","Bundibugyo District",1832,2016,"70%","South Africa",2.5,"Forastero","Uganda"
"505","De Villiers","Sambirano Valley, batch 2477",1832,2016,"70%","South Africa",3," ","Madagascar"
"506","Dean and Deluca (Belcolade)","Madagascar",170,2007,"66%","U.S.A.",2.5,"Trinitario","Madagascar"
"507","Dean and Deluca (Belcolade)","Costa Rica",175,2007,"64%","U.S.A.",3," ","Costa Rica"
"508","Dean and Deluca (Belcolade)","Ecuador",175,2007,"71%","U.S.A.",3," ","Ecuador"
"509","Dean and Deluca (Belcolade)","Ghana",175,2007,"60%","U.S.A.",3,"Forastero","Ghana"
"510","Dean and Deluca (Belcolade)","Papua New Guinea",180,2007,"64%","U.S.A.",3," ","Papua New Guinea"
"511","Dean and Deluca (Belcolade)","Peru",180,2007,"64%","U.S.A.",3," ","Peru"
"512","Debauve & Gallais (Michel Cluizel)","Papua New Guinea",423,2009,"64%","France",3," ","Papua New Guinea"
"513","Debauve & Gallais (Michel Cluizel)","Venezuela",263,2008,"66%","France",3.75," ","Venezuela"
"514","Desbarres","Kilombero, batch 41",1916,2016,"72%","Canada",2.5," ","Tanzania"
"515","DeVries","Bolivian",241,2008,"80%","U.S.A.",2.75," ","Bolivia"
"516","DeVries","Costa Rica",166,2007,"77%","U.S.A.",3.5,"Trinitario","Costa Rica"
"517","DeVries","Dominican Republic",166,2007,"77%","U.S.A.",3.5," ","Dominican Republic"
"518","Dick Taylor","Lanquin Estate",1952,2017,"70%","U.S.A.",3.75," ","Guatemala"
"519","Dick Taylor","Tien Giang",1864,2016,"78%","U.S.A.",3.5,"Trinitario","Vietnam"
"520","Dick Taylor","Alto Beni, Wild Harvest, Limited Ed.",1634,2015,"70%","U.S.A.",3.75," ","Bolivia"
"521","Dick Taylor","Elvesia",1235,2014,"74%","U.S.A.",3.5," ","Dominican Republic"
"522","Dick Taylor","Ecuador, Choc. Garage Exclusive",1034,2013,"70%","U.S.A.",3.25," ","Ecuador"
"523","Dick Taylor","Camino Verde",1193,2013,"76%","U.S.A.",3.5," ","Ecuador"
"524","Dick Taylor","Bolivia",895,2012,"75%","U.S.A.",2.75," ","Bolivia"
"525","Dick Taylor","Belize",955,2012,"72%","U.S.A.",2.75,"Trinitario","Belize"
"526","Dick Taylor","Sambirano",661,2011,"80%","U.S.A.",2.75,"Trinitario","Madagascar"
"527","Dick Taylor","Sambirano",661,2011,"72%","U.S.A.",3,"Trinitario","Madagascar"
"528","Dick Taylor","Mantuano",682,2011,"75%","U.S.A.",2.75,"Criollo","Venezuela"
"529","Dick Taylor","La Red",769,2011,"74%","U.S.A.",3," ","Dominican Republic"
"530","Dick Taylor","Ecuador",769,2011,"70%","U.S.A.",3.25," ","Ecuador"
"531","Doble & Bignall","Puerto Cabello",1688,2015,"85%","U.K.",3," ","Venezuela"
"532","Doble & Bignall","Panama, Raven",1371,2014,"72%","U.K.",3.25," ","Panama"
"533","Doble & Bignall","Puerto Cabello, Mantuano",1371,2014,"72%","U.K.",3.25,"Trinitario","Venezuela"
"534","Doble & Bignall","Johe",1407,2014,"72%","U.K.",3.5,"Criollo, Trinitario","Nicaragua"
"535","Dole (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,"70%","U.S.A.",3.75," ","Hawaii"
"536","Dolfin (Belcolade)","Africa",304,2008,"88%","Belgium",3,"Forastero","West Africa"
"537","Domori","Hacienda Victoria",1672,2015,"70%","Italy",3.75," ","Ecuador"
"538","Domori","Ocumare 77",1672,2015,"70%","Italy",3.75,"Criollo (Ocumare 77)","Venezuela"
"539","Domori","IL100, H. San Jose",1109,2013,"100%","Italy",3,"Criollo","Venezuela"
"540","Domori","Morogoro",863,2012,"70%","Italy",3.5," ","Tanzania"
"541","Domori","Guasare",863,2012,"70%","Italy",3.75,"Criollo","Venezuela"
"542","Domori","Canoabo, Hacienda San Jose",693,2011,"70%","Italy",3.5,"Criollo","Venezuela"
"543","Domori","Chuao, Hacienda San Jose",470,2010,"70%","Italy",3,"Trinitario","Venezuela"
"544","Domori","Carupano, H. San Jose",227,2008,"70%","Italy",3,"Trinitario","Venezuela"
"545","Domori","Teyuna",272,2008,"70%","Italy",3," ","Colombia"
"546","Domori","Porcelana",111,2007,"70%","Italy",4,"Criollo (Porcelana)","Venezuela"
"547","Domori","Ocumare 61, Puertomar",129,2007,"75%","Italy",3.25,"Criollo (Ocumare 61)","Venezuela"
"548","Domori","Granella",135,2007,"60%","Italy",3.25,"Trinitario","Venezuela"
"549","Domori","Madagascar",135,2007,"70%","Italy",3.5,"Trinitario","Madagascar"
"550","Domori","Madagared",192,2007,"70%","Italy",3.5,"Criollo","Madagascar"
"551","Domori","Java, Javablond",192,2007,"70%","Italy",3.75,"Criollo","Indonesia"
"552","Domori","Ecuador",192,2007,"70%","Italy",4,"Forastero (Arriba)","Ecuador"
"553","Domori","Ocumare 67, Puertofino",192,2007,"70%","Italy",4,"Criollo (Ocumare 67)","Venezuela"
"554","Domori","Sur del Lago Classificado",87,2006,"70%","Italy",3,"Trinitario","Venezuela"
"555","Domori","Apurimac",87,2006,"70%","Italy",3.25,"Trinitario","Peru"
"556","Domori","Carenero Superior",87,2006,"70%","Italy",3.5,"Trinitario","Venezuela"
